episode,agent_id,action,reward,cvar_95,compliance,timestamp
45,A5,1.17358352685831,6194104.7102950495,2680540.5910763266,0.9190889745759212,2025-08-01 02:17:13.609655
45,A4,0.8236281202470712,2003637.7840351807,268130.4558048514,0.9357193698294326,2025-08-01 02:16:13.609655
45,A3,1.1120794413600696,5663755.030631787,3391059.9783023135,0.6650526528653432,2025-08-01 02:15:13.609655
45,A2,0.9349514192986424,1328023.850356524,938619.9245972042,0.899748007707045,2025-08-01 02:14:13.609655
45,A1,1.0458213286124003,3803914.679355678,5041978.340597132,0.7939172777751834,2025-08-01 02:13:13.609655
44,A5,1.1706129097194056,7473232.036051057,4664427.266250262,0.7079781872130906,2025-08-01 02:12:13.609655
44,A4,1.1164271505783028,4228562.279534973,2404255.732886702,0.6731238672229048,2025-08-01 02:11:13.609655
44,A3,1.006897803890377,6244199.263331242,1117077.3228122697,0.8022285773688143,2025-08-01 02:10:13.609655
44,A2,0.840985696382734,3900450.52777411,2995361.88660607,0.8920607115061301,2025-08-01 02:09:13.609655
44,A1,0.800110441048853,3405987.7844294785,2811337.9339257595,0.6479226020090044,2025-08-01 02:08:13.609655
43,A5,0.8587852263883686,2733302.586005199,328006.7421687087,0.7862013278752483,2025-08-01 02:07:13.609655
43,A4,1.1263565470102617,5658561.255305395,5171906.2536758445,0.9707134294009516,2025-08-01 02:06:13.609655
43,A3,1.042302269833764,3760951.4827979184,132406.54315953655,0.7100005677155543,2025-08-01 02:05:13.609655
43,A2,0.9257388035385398,9397076.491101192,2093284.1411204815,0.8362373539977102,2025-08-01 02:04:13.609655
43,A1,1.1720751678762862,5954438.744831512,1819870.537122855,0.9160442345188804,2025-08-01 02:03:13.609655
42,A5,0.8821648450658772,6121503.209585446,3445721.674411902,0.620881846934162,2025-08-01 02:02:13.609655
42,A4,1.125582652586403,4830156.260419596,5406842.201729292,0.6360517923959036,2025-08-01 02:01:13.609655
42,A3,1.086646232111684,5678842.226459319,3474879.8935817494,0.6922675527943709,2025-08-01 02:00:13.609655
42,A2,1.0765250087571774,8149718.635300974,4460073.450397251,0.75857773258749,2025-08-01 01:59:13.609655
42,A1,0.974180825900329,5474936.437279907,2520068.6732032257,0.8748518858032293,2025-08-01 01:58:13.609655
41,A5,0.8853023448018201,5237735.003266408,596277.8384980222,0.7307818725262598,2025-08-01 01:57:13.609655
41,A4,1.11107619403516,5468922.086665361,3188740.645460167,0.686733247734163,2025-08-01 01:56:13.609655
41,A3,1.1066114899747816,5859427.997079804,1986485.296883531,0.8474876595184744,2025-08-01 01:55:13.609655
41,A2,1.0216965061669312,1399731.766555112,2971664.3220670624,0.6548768190911252,2025-08-01 01:54:13.609655
41,A1,1.044563991179707,4375745.339114339,2824174.6199085005,0.859302264112652,2025-08-01 01:53:13.609655
40,A5,0.8319391148854306,2786014.5098167644,4867756.438593831,0.6189179353056653,2025-08-01 01:52:13.609655
40,A4,0.8521307052477984,5016142.987624789,3137236.3725907058,0.7040942420236518,2025-08-01 01:51:13.609655
40,A3,0.8962803833317786,4816164.404126243,3508784.850449798,0.6979006391816033,2025-08-01 01:50:13.609655
40,A2,0.8987908168170978,5812530.85957643,3651826.827462424,0.6863418479203027,2025-08-01 01:49:13.609655
40,A1,1.1799329370032812,3900750.383804736,3981584.7324354057,0.9504370825270873,2025-08-01 01:48:13.609655
39,A5,1.170488471637552,7076533.114590865,3942229.882492231,0.9635261555304284,2025-08-01 01:47:13.609655
39,A4,0.9084436993968544,6616650.383390926,2561331.562547442,0.674682558366201,2025-08-01 01:46:13.609655
39,A3,1.1671848667808518,9341595.979873268,385446.0120166992,0.8589792862492269,2025-08-01 01:45:13.609655
39,A2,1.032374892007004,6468892.081114231,3634133.537152078,0.7836782178957366,2025-08-01 01:44:13.609655
39,A1,0.9114755515234876,3822040.434069536,2354827.7121790955,0.9731334529982204,2025-08-01 01:43:13.609655
38,A5,0.9059551438717852,3393017.541642906,1919149.9911091449,0.8913586562250178,2025-08-01 01:42:13.609655
38,A4,0.9058539433789426,7635332.009301525,5018205.386961834,0.7615721766205701,2025-08-01 01:41:13.609655
38,A3,1.0953372388168754,8830995.080603236,4528585.34376448,0.8761989956988547,2025-08-01 01:40:13.609655
38,A2,0.9275218116845934,2236566.826213997,3551420.864838553,0.6909681144500682,2025-08-01 01:39:13.609655
38,A1,0.8466008448392189,4474959.795077946,1646254.2048007865,0.8313324141179844,2025-08-01 01:38:13.609655
37,A5,0.8409214872824247,3748534.653525785,361228.11790655367,0.656175355755423,2025-08-01 01:37:13.609655
37,A4,1.18170439419945,2939682.763549293,2389731.3554645795,0.633501268309078,2025-08-01 01:36:13.609655
37,A3,0.9829308078430764,2565232.622102565,2342779.636751094,0.8533615917450619,2025-08-01 01:35:13.609655
37,A2,0.9224170150559754,1491620.8900952032,3466695.7393667204,0.9717933166793326,2025-08-01 01:34:13.609655
37,A1,0.8007285040078027,7139012.813071828,4328290.532120545,0.7674103454092644,2025-08-01 01:33:13.609655
36,A5,1.1434248269567724,5821294.716381814,3580679.059254451,0.7033487209938222,2025-08-01 01:32:13.609655
36,A4,1.0165901319115909,6595371.88381285,4487500.820807152,0.9077558491501948,2025-08-01 01:31:13.609655
36,A3,1.019621859862447,6277523.9019620055,916909.7115635518,0.7265154675048048,2025-08-01 01:30:13.609655
36,A2,1.0903003133012903,5146373.447395245,237490.90736144083,0.9909950412790473,2025-08-01 01:29:13.609655
36,A1,0.9090119954056674,7266702.7092675725,2133807.209497941,0.7938893937522903,2025-08-01 01:28:13.609655
35,A5,1.060590009789706,4492460.42230635,4027385.520532812,0.8492340880759828,2025-08-01 01:27:13.609655
35,A4,1.0687297819353168,4011005.4237723006,3979067.4937375407,0.946476285191517,2025-08-01 01:26:13.609655
35,A3,0.8962892375282498,5801470.548910822,547498.0619083205,0.6886661457001998,2025-08-01 01:25:13.609655
35,A2,1.1576443029866443,6302147.941823196,3392977.287253097,0.9634528018961256,2025-08-01 01:24:13.609655
35,A1,0.9108633355062374,3888655.9364687814,2757920.779404311,0.6639026284645427,2025-08-01 01:23:13.609655
34,A5,0.8289168906803761,2138298.885131579,478565.3795759182,0.611296886957935,2025-08-01 01:22:13.609655
34,A4,1.1173940985842832,6663302.9998286925,3249700.9528051997,0.6282990967520388,2025-08-01 01:21:13.609655
34,A3,0.9014286836663882,3426370.304165786,4160722.2224408984,0.9510607785526632,2025-08-01 01:20:13.609655
34,A2,0.8171607783444514,4118429.2580352942,3751622.746021475,0.8652214425537288,2025-08-01 01:19:13.609655
34,A1,0.8494727932134188,2940225.8936051093,3063597.679164707,0.6465999823436887,2025-08-01 01:18:13.609655
33,A5,0.863718153912642,2366845.6605403125,3994632.533965733,0.7604015846353237,2025-08-01 01:17:13.609655
33,A4,1.144891899940117,4105446.0637639496,1642362.4380709974,0.8591423774967633,2025-08-01 01:16:13.609655
33,A3,0.8470905030524896,2841792.6885061273,3580186.5753100584,0.9970216554212756,2025-08-01 01:15:13.609655
33,A2,1.0925931945156198,7187534.011504931,3310821.83009304,0.8056132158667306,2025-08-01 01:14:13.609655
33,A1,1.1429866454864976,5536723.303439541,2915733.1165282973,0.951195546243022,2025-08-01 01:13:13.609655
32,A5,1.01008230694403,1304038.4347882406,1358815.573059686,0.6937409443681128,2025-08-01 01:12:13.609655
32,A4,1.1455543383589248,6719797.6495607775,3267269.913541447,0.740095178528146,2025-08-01 01:11:13.609655
32,A3,0.8690946785846418,3781082.243570797,197560.6201039655,0.7963558620210942,2025-08-01 01:10:13.609655
32,A2,1.1962875365190893,2286926.4091424905,4025238.597894797,0.6192325294934459,2025-08-01 01:09:13.609655
32,A1,1.1466468874184756,4975778.812982789,5929957.929747768,0.9555414846215894,2025-08-01 01:08:13.609655
31,A5,1.177348933445235,7854638.046688056,5356421.352715816,0.8369280982825996,2025-08-01 01:07:13.609655
31,A4,1.0755618259552364,7101986.307839453,665042.4457434844,0.7032513704480959,2025-08-01 01:06:13.609655
31,A3,0.8152020849476441,5748121.142445832,879907.4200639345,0.6350902404972641,2025-08-01 01:05:13.609655
31,A2,0.8858311217808953,4056661.2199023087,4784545.070236365,0.6435351130590147,2025-08-01 01:04:13.609655
31,A1,1.1300430204567289,2681491.213959418,3366360.270617383,0.979642902759144,2025-08-01 01:03:13.609655
30,A5,0.9326262343213472,2506102.031234137,1990810.609584813,0.6659260347577989,2025-08-01 01:02:13.609655
30,A4,0.9999747039282824,3389008.0415598536,1589332.9600083164,0.6605221164144309,2025-08-01 01:01:13.609655
30,A3,0.975915862080268,5006259.21034709,2025189.4209955768,0.7780749787859682,2025-08-01 01:00:13.609655
30,A2,1.0293366965167314,6621073.293233614,1649582.3970647247,0.944059161284884,2025-08-01 00:59:13.609655
30,A1,1.1188943151180863,4515517.294299746,437484.6343831899,0.9622021562865462,2025-08-01 00:58:13.609655
29,A5,0.9838039564139872,4808268.841326168,2223743.7321237796,0.610731474594344,2025-08-01 00:57:13.609655
29,A4,1.0816367101043198,5671641.886660991,151420.15734683303,0.7569893868171174,2025-08-01 00:56:13.609655
29,A3,1.0097782802404769,4841299.520488178,2504483.0766494013,0.992381031410586,2025-08-01 00:55:13.609655
29,A2,1.1745405235723034,8475344.683415698,3575223.790230544,0.9715811768017384,2025-08-01 00:54:13.609655
29,A1,1.0364425999532636,5362518.924120073,2852109.877757184,0.8308241901355921,2025-08-01 00:53:13.609655
28,A5,1.0172654892640356,6932769.467568044,1406282.2263284952,0.9040050313878634,2025-08-01 00:52:13.609655
28,A4,0.9866054466322188,7811966.022440363,1782788.772359703,0.9973120488316822,2025-08-01 00:51:13.609655
28,A3,0.8834986095577442,-1738340.774651222,1783089.9268813168,0.6195903318981243,2025-08-01 00:50:13.609655
28,A2,0.9162240904841686,4074304.864086752,1407552.373123315,0.8899931289393119,2025-08-01 00:49:13.609655
28,A1,1.0905876336494873,4161387.26690783,2008351.402784264,0.6629780017324328,2025-08-01 00:48:13.609655
27,A5,1.1352467957019314,6011204.866473102,2759983.5286133187,0.6178460796689015,2025-08-01 00:47:13.609655
27,A4,0.9593835734124164,4943458.857014121,1969869.990158511,0.6765483557169574,2025-08-01 00:46:13.609655
27,A3,0.8863902983885882,7504316.218665222,2556309.709360422,0.7586816717824828,2025-08-01 00:45:13.609655
27,A2,1.1167772243177565,2362051.9951519053,4203922.370183212,0.8800754261941703,2025-08-01 00:44:13.609655
27,A1,0.854527353243905,4273771.777385299,1727323.012713427,0.8467689537999394,2025-08-01 00:43:13.609655
26,A5,1.1018946388783195,3142367.277143385,2656204.3485118835,0.7975717240332287,2025-08-01 00:42:13.609655
26,A4,0.8062927668125204,5894303.221985469,3451169.6617730693,0.8287757153064628,2025-08-01 00:41:13.609655
26,A3,0.8550021701156274,-149744.73304088973,5263296.267568277,0.8701719011932869,2025-08-01 00:40:13.609655
26,A2,1.190327189601892,2748975.1085341903,4910581.701713659,0.7726798383507624,2025-08-01 00:39:13.609655
26,A1,0.8463759669092276,2518338.256836365,1309605.692440412,0.698793888879984,2025-08-01 00:38:13.609655
25,A5,0.8485414262522605,6969009.956843033,483877.5489236117,0.9690446720744345,2025-08-01 00:37:13.609655
25,A4,1.1534343859236942,3848101.285857636,5758875.340609433,0.6935074628961019,2025-08-01 00:36:13.609655
25,A3,1.0101232602083074,3638454.00282804,4089297.908987777,0.9321930875571036,2025-08-01 00:35:13.609655
25,A2,1.023117781514124,5691068.359535257,3823753.7695446154,0.8136052108192149,2025-08-01 00:34:13.609655
25,A1,0.8484788028013113,2555870.588226028,2953314.534264454,0.6068984794117692,2025-08-01 00:33:13.609655
24,A5,1.1191874619354314,4002032.673644096,4880006.359204704,0.7918570435261202,2025-08-01 00:32:13.609655
24,A4,0.9500908575976812,6334789.342075753,2598817.7228582003,0.6107427872079428,2025-08-01 00:31:13.609655
24,A3,0.9738321620887485,4025148.118652004,4266191.458014533,0.819405424717607,2025-08-01 00:30:13.609655
24,A2,0.9453704083641614,6514588.4612668725,3894356.2322544856,0.717147402847744,2025-08-01 00:29:13.609655
24,A1,1.1941963448210635,6442451.308237948,3123156.6028330997,0.7121691845330815,2025-08-01 00:28:13.609655
23,A5,1.19236913547888,4178863.522837288,6797033.867794139,0.6276919592296807,2025-08-01 00:27:13.609655
23,A4,1.199546142512348,4114782.142271052,486681.2965930751,0.7536163534985968,2025-08-01 00:26:13.609655
23,A3,1.0813145677163505,9566600.250534568,3538311.2792448667,0.6076111905019993,2025-08-01 00:25:13.609655
23,A2,1.0201677775607207,6874133.844511291,3312139.371920596,0.9758822149304138,2025-08-01 00:24:13.609655
23,A1,1.053255525105279,6291550.946228726,3969655.615157794,0.7065961814146429,2025-08-01 00:23:13.609655
22,A5,0.9187081662068268,3675747.763357517,751818.665976488,0.8257856860401858,2025-08-01 00:22:13.609655
22,A4,0.8209999548074824,3047889.7567397645,3139360.245354892,0.6849842718639553,2025-08-01 00:21:13.609655
22,A3,1.0800506512438406,2496190.6126906276,5066405.45000433,0.8025858000545292,2025-08-01 00:20:13.609655
22,A2,0.8430532628514829,4182180.862558255,1074290.7444850977,0.7009583954192506,2025-08-01 00:19:13.609655
22,A1,1.1248707063187546,7579125.096898671,3865976.576589535,0.6305128233832363,2025-08-01 00:18:13.609655
21,A5,1.1381638775112493,5580086.733993837,3770239.7346496056,0.7552684177390946,2025-08-01 00:17:13.609655
21,A4,0.9562204028000184,8133498.124935713,3015661.977906251,0.8166971828548981,2025-08-01 00:16:13.609655
21,A3,1.1806197095411155,7315644.446058789,2189758.2051632786,0.7391566333069381,2025-08-01 00:15:13.609655
21,A2,1.157362904600054,4906995.438578742,1075387.1424562517,0.9684912005017066,2025-08-01 00:14:13.609655
21,A1,0.8626711459058973,3699454.094298764,1247513.6241502604,0.9990770425103064,2025-08-01 00:13:13.609655
20,A5,0.9727901918646916,4043167.645542353,299851.9088803311,0.63800660877726,2025-08-01 00:12:13.609655
20,A4,0.8988428972266054,6510795.112378716,2074335.6752550337,0.8168336657362042,2025-08-01 00:11:13.609655
20,A3,1.0269319735672748,4444652.598608585,1254724.8360754186,0.6859446398038702,2025-08-01 00:10:13.609655
20,A2,1.0047104779067564,10256071.858758926,5888993.0211110255,0.7682970816382432,2025-08-01 00:09:13.609655
20,A1,0.9723440443800024,4871218.66716124,2469703.783379722,0.8687694292725611,2025-08-01 00:08:13.609655
19,A5,1.0375956702519669,6764886.184510284,2080368.3874879456,0.6671325928746479,2025-08-01 00:07:13.609655
19,A4,1.13305387470728,2946147.7381467046,5457297.971593376,0.9641862313845464,2025-08-01 00:06:13.609655
19,A3,0.8354776158901793,5262907.099895964,2575474.023857534,0.6697186258749542,2025-08-01 00:05:13.609655
19,A2,0.8427899515374935,8290489.576726361,4375481.217023693,0.8450916737739709,2025-08-01 00:04:13.609655
19,A1,0.987861007503436,3963390.138485294,4064379.4523184095,0.6818744018018783,2025-08-01 00:03:13.609655
18,A5,1.0905197036901408,2642108.7389542926,3299148.516815965,0.8752995091591655,2025-08-01 00:02:13.609655
18,A4,1.0860236345636956,3795629.0798891624,3175750.451545172,0.8616089027486187,2025-08-01 00:01:13.609655
18,A3,1.0696080194325197,6187795.310723687,2288126.5407013516,0.8487951404947796,2025-08-01 00:00:13.609655
18,A2,0.9499323563538477,5818863.142584281,5243861.190266509,0.7112229002460257,2025-07-31 23:59:13.609655
18,A1,0.886057071212654,4742024.721352948,3043950.434444255,0.9500841188944512,2025-07-31 23:58:13.609655
17,A5,0.9980498980497656,1207227.7781665856,3915920.024579252,0.7977218148460429,2025-07-31 23:57:13.609655
17,A4,1.1929485314647876,4266056.616907176,3991484.098373441,0.8925342440672912,2025-07-31 23:56:13.609655
17,A3,1.145291214588316,980800.8953541508,2226352.0405321736,0.6222956034484664,2025-07-31 23:55:13.609655
17,A2,1.179266156257187,5281851.729137398,2688297.0918025575,0.7374347115738253,2025-07-31 23:54:13.609655
17,A1,1.026527650613114,5711812.0947617795,4372282.732696732,0.705914172071534,2025-07-31 23:53:13.609655
16,A5,1.0227409554373783,3791100.556439035,3119581.857286867,0.683495915616147,2025-07-31 23:52:13.609655
16,A4,0.8751768687751555,1837473.9233167977,990682.5030713538,0.8491783427076414,2025-07-31 23:51:13.609655
16,A3,0.9237471655181972,5988520.659326502,1794401.2725259624,0.875962675667981,2025-07-31 23:50:13.609655
16,A2,0.8239667375839499,2945463.624410849,298289.99323164066,0.8426119880139762,2025-07-31 23:49:13.609655
16,A1,1.1776290743496889,8248693.295462662,4204230.983328681,0.9739164557337676,2025-07-31 23:48:13.609655
15,A5,1.0817976434166487,9654641.71753195,1595491.2548438122,0.7165702942400591,2025-07-31 23:47:13.609655
15,A4,0.9746703996956684,2717965.7764891405,2720744.052652692,0.7557480332138105,2025-07-31 23:46:13.609655
15,A3,1.054224306174868,5836293.953213238,876836.0053814431,0.7248329630201036,2025-07-31 23:45:13.609655
15,A2,0.900249180015599,1641464.3234241554,2989169.0533890375,0.8681287344469099,2025-07-31 23:44:13.609655
15,A1,1.122399010046369,2309780.8735676557,3210205.7920469716,0.7404405387361388,2025-07-31 23:43:13.609655
14,A5,1.0419244566243608,6751539.522398588,3416423.295687245,0.9890328657011652,2025-07-31 23:42:13.609655
14,A4,0.8189280637002346,1228464.7677446385,2528008.6158600277,0.821281438874697,2025-07-31 23:41:13.609655
14,A3,0.8369755566264314,2545311.3646915555,3366.3122612000443,0.7960483161303586,2025-07-31 23:40:13.609655
14,A2,0.8238104887291863,4896409.550753586,2208796.7758057453,0.6604886579876448,2025-07-31 23:39:13.609655
14,A1,0.8010183879547044,7192175.902499026,914423.9567228324,0.6082861942791628,2025-07-31 23:38:13.609655
13,A5,1.1003975727712858,5485271.105324218,1948990.989729908,0.843705705349686,2025-07-31 23:37:13.609655
13,A4,0.9479467963909344,3635368.455134457,3383721.890910199,0.93575223267673,2025-07-31 23:36:13.609655
13,A3,0.984491978754822,7915368.124608798,2723363.2355535757,0.8219428491014822,2025-07-31 23:35:13.609655
13,A2,1.1561667755957885,8569917.203981047,4587622.902352005,0.973810886244494,2025-07-31 23:34:13.609655
13,A1,0.8992937413704644,446500.9628139069,3510527.171682903,0.8358118806240955,2025-07-31 23:33:13.609655
12,A5,0.8301438323417945,4807527.518793391,2482512.838160583,0.8575255037257659,2025-07-31 23:32:13.609655
12,A4,1.057544854391243,4528850.647517106,4271471.207623861,0.70288920711011,2025-07-31 23:31:13.609655
12,A3,1.191301919597646,4049847.8880474754,4808589.356504194,0.8544703557972133,2025-07-31 23:30:13.609655
12,A2,1.1256994015716133,7104361.307085983,4098701.6212953143,0.7572627041860469,2025-07-31 23:29:13.609655
12,A1,0.8324587193884082,4453529.810556281,3914557.08804797,0.619810278857379,2025-07-31 23:28:13.609655
11,A5,0.8488773633272554,1737662.7593964157,684166.3688758211,0.6495300078066791,2025-07-31 23:27:13.609655
11,A4,1.1854035847336897,4198013.221112635,3300443.8843456954,0.7171198021858181,2025-07-31 23:26:13.609655
11,A3,1.0991671505816871,839531.3740638914,4712846.337091589,0.7798856411051078,2025-07-31 23:25:13.609655
11,A2,1.0336340087384317,4096586.3493176433,1591714.2134266198,0.6466803019169802,2025-07-31 23:24:13.609655
11,A1,0.8220512769952515,4561877.010974473,3968706.8492883574,0.9899531474764238,2025-07-31 23:23:13.609655
